:START_ID(Post),:END_ID(Tag)
5534,data-mining
5534,python
5534,scraping
5537,r
5543,r
5543,forecast
5544,machine-learning
5544,scikit-learn
5544,linear-regression
5547,classification
5547,python
5547,neural-network
5547,image-classification
5548,algorithms
5549,data-mining
5549,time-series
5549,anomaly-detection
5551,predictive-modeling
5557,machine-learning
5558,machine-learning
5558,time-series
5561,data-mining
5561,python
5565,machine-learning
5565,classification
5565,statistics
5565,logistic-regression
5565,expectation-maximization
5566,career
5567,machine-learning
5567,neural-network
5567,deep-learning
5572,classification
5572,logistic-regression
5572,scikit-learn
5572,parameter
5572,kaggle
5574,bigdata
5574,social-network-analysis
5574,computer-vision
5574,finance
5581,data-mining
5582,python
5582,regression
5585,machine-learning
5585,classification
5585,bigdata
5585,clustering
5585,algorithms
5589,dataset
5589,aws
5590,data-mining
5590,dataset
5590,beginner
5590,feature-scaling
5594,machine-learning
5594,logistic-regression
5594,scikit-learn
5594,optimization
5594,kaggle
5600,machine-learning
5600,clustering
5600,predictive-modeling
5601,classification
5601,python
5601,svm
5602,classification
5602,python
5606,python
5606,decision-trees
5609,algorithms
5610,machine-learning
5610,classification
5611,data-mining
5611,r
5611,clustering
5611,data-cleaning
5611,visualization
5615,gradient-descent
5615,word-embeddings
5618,statistics
5624,machine-learning
5624,classification
5624,svm
5629,aws
5629,rstudio
5632,predictive-modeling
5632,image-classification
5635,search
5635,parsing
5635,java
5639,text-mining
5643,text-mining
5643,data-cleaning
5644,data-mining
5648,python
5650,machine-learning
5650,notation
5652,r
5652,gradient-descent
5653,data-mining
5653,nlp
5654,machine-learning
5654,classification
5654,bigdata
5654,dataset
5656,data-mining
5656,clustering
5656,k-means
5663,bigdata
5663,beginner
5663,social-network-analysis
5666,predictive-modeling
5667,apache-spark
5667,pyspark
5677,statistics
5679,machine-learning
5679,nlp
5679,svm
5679,libsvm
5684,machine-learning
5684,bigdata
5684,logistic-regression
5684,scala
5684,apache-spark
5687,text-mining
5689,machine-learning
5689,svm
5689,scikit-learn
5689,performance
5689,naive-bayes-classifier
5690,data-mining
5690,algorithms
5693,bigdata
5693,clustering
5694,machine-learning
5694,dimensionality-reduction
5695,neural-network
5701,tools
5703,knowledge-base
5706,machine-learning
5706,neural-network
5706,deep-learning
5707,bigdata
5707,algorithms
5707,map-reduce
5708,machine-learning
5708,classification
5708,nlp
5708,text-mining
5710,machine-learning
5710,r
5710,logistic-regression
5710,apache-spark
5715,apache-spark
5717,machine-learning
5717,classification
5717,svm
5717,search
5718,python
5718,nlp
5723,machine-learning
5723,weka
5725,machine-learning
5730,machine-learning
5730,classification
5730,clustering
5732,data-mining
5735,visualization
5737,data-mining
5741,machine-learning
5741,r
5746,clustering
5746,k-means
5750,data-mining
5751,statistics
5751,nlp
5751,text-mining
5751,time-series
5761,data-mining
5761,bigdata
5766,data-mining
5766,bigdata
5766,dataset
5771,machine-learning
5771,search
5771,ranking
5775,classification
5775,python
5775,nlp
5775,text-mining
5776,r
5776,logistic-regression
5777,random-forest
5777,scikit-learn
5783,career
5789,data-mining
5789,social-network-analysis
5789,crawling
5789,scraping
5791,machine-learning
5793,similarity
5797,classification
5797,dataset
5797,data-cleaning
5799,machine-learning
5799,classification
5799,algorithms
5799,graphs
5801,machine-learning
5801,random-forest
5801,k-means
5801,dimensionality-reduction
5802,machine-learning
5802,data-mining
5802,graphs
5803,experiments
5803,marketing
5804,python
5804,nlp
5804,nltk
5808,r
5809,r
5810,bigdata
5810,optimization
5810,finance
5817,data-mining
5817,dataset
5817,regression
5817,correlation
5817,visualization
5819,python
5819,dataset
5819,data-cleaning
5821,neural-network
5821,deep-learning
5821,convnet
5822,r
5822,markov-process
5823,clustering
5823,text-mining
5823,k-means
5823,categorical-data
5826,education
5826,career
5830,nlp
5830,java
5833,machine-learning
5833,classification
5838,machine-learning
5838,data-mining
5838,classification
5838,clustering
5842,data-indexing-techniques
5842,indexing
5844,python
5844,survival-analysis
5846,machine-learning
5846,algorithms
5846,beginner
5855,r
5855,optimization
5856,machine-learning
5856,definitions
5856,knowledge-base
5860,beginner
5860,books
5863,machine-learning
5863,neural-network
5867,r
5867,gbm
5867,multiclass-classification
5874,predictive-modeling
5875,classification
5875,algorithms
5875,feature-selection
5881,algorithms
5881,neural-network
5881,genetic-algorithms
5885,machine-learning
5885,neural-network
5885,feature-scaling
5885,normalization
5885,javascript
5890,machine-learning
5890,data-mining
5890,nlp
5890,text-mining
5893,data-mining
5893,nlp
5893,information-retrieval
5893,language-model
5897,education
5899,machine-learning
5899,algorithms
5899,predictive-modeling
5899,ranking
5910,python
5910,regression
5910,correlation
5910,matlab
5910,linear-regression
5913,dataset
5913,data-cleaning
5916,machine-learning
5916,clustering
5916,scikit-learn
5918,r
5918,rattle
5921,feature-selection
5921,featurization
5924,classification
5927,machine-learning
5927,nlp
5927,text-mining
5932,apache-hadoop
5932,java
5932,hive
5933,machine-learning
5933,data-mining
5933,dataset
5936,python
5936,svm
5936,forecast
5941,machine-learning
5941,bigdata
5941,topic-model
5941,lda
5944,statistics
5945,beginner
5946,machine-learning
5946,clustering
5958,algorithms
5960,machine-learning
5960,python
5960,deep-learning
5960,library
5964,clustering
5968,hive
5969,text-mining
5969,multiclass-classification
5970,machine-learning
5970,classification
5970,r
5970,sampling
5972,machine-learning
5972,classification
5972,text-mining
5973,machine-learning
5973,regression
5981,classification
5983,machine-learning
5983,r
5983,logistic-regression
5983,random-forest
5985,visualization
5987,machine-learning
5987,data-mining
5987,neural-network
5987,deep-learning
5990,feature-extraction
5990,feature-scaling
5990,featurization
5991,machine-learning
5991,dataset
5991,multiclass-classification
5992,data-mining
5992,nlp
5992,algorithms
5996,data-mining
5996,bigdata
5996,databases
5996,sql
5996,mongodb
6004,data-mining
6004,text-mining
6004,feature-selection
6004,feature-extraction
6005,r
6005,visualization
6006,visualization
6011,machine-learning
6011,classification
6011,regression
6011,scoring
6015,random-forest
6015,ensemble-modeling
6016,machine-learning
6018,machine-learning
6018,predictive-modeling
6019,definitions
6019,knowledge-base
6021,random-forest
6021,gradient-descent
6027,machine-learning
6027,dimensionality-reduction
6027,visualization
6030,machine-learning
6030,nlp
6031,interpolation
6037,machine-learning
6037,r
6040,data-mining
6040,classification
6040,clustering
6040,clusters
6042,classification
6042,sampling
6044,data-mining
6048,classification
6048,logistic-regression
6048,decision-trees
6050,feature-extraction
6051,machine-learning
6051,java
6052,python
6052,nlp
6052,text-mining
6054,machine-learning
6054,svm
6064,r
6064,time-series
6066,machine-learning
6066,classification
6066,text-mining
6068,machine-learning
6068,deep-learning
6068,research
6069,neural-network
6070,clustering
6070,time-series
6070,distance
6076,machine-learning
6076,feature-scaling
6078,text-mining
6078,topic-model
6080,text-mining
6080,information-retrieval
6082,r
6082,visualization
6084,visualization
6086,clustering
6086,similarity
6088,classification
6088,unbalanced-classes
6089,statistics
6089,predictive-modeling
6089,regression
6092,machine-learning
6092,dataset
6092,cross-validation
6092,reinforcement-learning
6097,machine-learning
6097,classification
6097,r
6098,machine-learning
6098,clustering
6098,matlab
6098,binary
6099,python
6099,distributed
6099,sampling
6100,python
6100,nlp
6101,recommender-system
6103,machine-learning
6103,aws
6107,neural-network
6107,convnet
6107,convolution
6108,machine-learning
6108,python
6108,deep-learning
6108,image-classification
6110,machine-learning
6110,self-study
6111,bigdata
6111,r
6111,python
6113,machine-learning
6113,clustering
6113,sequence
6115,machine-learning
6115,r
6115,text-mining
6116,performance
6116,accuracy
6120,career
6123,machine-learning
6123,classification
6123,python
6123,svm
6123,regression
6133,machine-learning
6133,data-mining
6133,classification
6133,r
6133,decision-trees
6137,machine-learning
6137,dimensionality-reduction
6139,bigdata
6139,apache-hadoop
6140,r
6140,dataset
6141,dataset
6141,excel
6144,python
6144,statistics
6144,feature-scaling
6146,r
6146,dataset
6150,bigdata
6150,matlab
6151,python
6151,named-entity-recognition
6153,neural-network
6165,machine-learning
6165,classification
6165,python
6165,naive-bayes-classifier
6169,python
6169,apache-spark
6169,pyspark
6169,ipython
6172,machine-learning
6172,classification
6172,bioinformatics
6172,data
6174,r
6174,rstudio
6175,r
6175,performance
6175,mongodb
6176,machine-learning
6176,neural-network
6176,knowledge-base
6176,java
6181,dataset
6182,machine-learning
6182,r
6182,rattle
6183,text-mining
6183,definitions
6183,terminology
6184,r
6184,python
6184,data
6186,machine-learning
6186,online-learning
6188,machine-learning
6188,data-mining
6188,python
6189,machine-learning
6189,python
6190,machine-learning
6190,logistic-regression
6200,machine-learning
6200,dataset
6201,data-mining
6201,reference-request
6201,sports
6202,clustering
6202,orange
6205,nlp
6206,dataset
6206,neural-network
6208,machine-learning
6208,data-mining
6208,dataset
6209,text-mining
6212,machine-learning
6212,r
6213,statistics
6216,machine-learning
6216,reinforcement-learning
6217,machine-learning
6217,scikit-learn
6224,machine-learning
6224,neural-network
6226,machine-learning
6226,r
6226,random-forest
6227,graphs
6227,sql
6232,machine-learning
6232,r
6232,similarity
6232,correlation
6235,machine-learning
6235,data-mining
6235,dataset
6235,databases
6236,bigdata
6236,python
6236,apache-hadoop
6236,map-reduce
6242,python
6242,nlp
6242,java
6243,regression
6243,linear-regression
6244,beginner
6244,linear-regression
6247,python
6247,clustering
6247,scikit-learn
6253,data-mining
6253,text-mining
6254,logistic-regression
6254,online-learning
6254,apache-mahout
6255,machine-learning
6255,statistics
6257,machine-learning
6257,classification
6259,r
6259,crawling
6259,scraping
6264,classification
6264,clustering
6264,apache-mahout
6267,machine-learning
6267,optimization
6268,python
6268,apache-spark
6268,categorical-data
6268,pyspark
6270,text-mining
6274,clustering
6274,k-means
6274,categorical-data
6279,machine-learning
6279,feature-selection
6280,r
6290,python
6290,neural-network
6290,predictive-modeling
6292,graphs
6292,social-network-analysis
6294,algorithms
6294,knowledge-base
6295,data-mining
6295,r
6301,python
6301,data
6304,machine-learning
